gen		trees	lumb	score
         1	 707	 421	  297647
         2	 931	 383	  356573
         3	1099	 383	  420917
         4	1226	 408	  500208
         5	1290	 461	  594690
         6	1295	 512	  663040
         7	1262	 550	  694100
         8	1185	 580	  687300
         9	1072	 612	  656064
        10	 941	 632	  594712
        11	 797	 599	  477403
        12	 681	 530	  360930
        13	 565	 506	  285890
        14	 458	 476	  218008
        15	 353	 460	  162380
        16	 277	 378	  104706
        17	 231	 300	   69300
        18	 202	 234	   47268
        19	 186	 193	   35898
        20	 181	 155	   28055
        21	 177	 143	   25311
        22	 183	 118	   21594
        23	 186	 129	   23994
        24	 192	 136	   26112
        25	 202	 134	   27068
        26	 217	 136	   29512
        27	 233	 131	   30523
        28	 254	 136	   34544
        29	 276	 144	   39744
        30	 301	 159	   47859
        31	 325	 170	   55250
        32	 352	 180	   63360
        33	 373	 199	   74227
        34	 398	 215	   85570
        35	 415	 231	   95865
        36	 426	 248	  105648
        37	 436	 260	  113360
        38	 448	 266	  119168
        39	 450	 279	  125550
        40	 452	 283	  127916
        41	 451	 290	  130790
        42	 443	 303	  134229
        43	 432	 315	  136080
        44	 429	 309	  132561
        45	 426	 294	  125244
        46	 431	 286	  123266
        47	 436	 282	  122952
        48	 437	 282	  123234
        49	 434	 276	  119784
        50	 428	 286	  122408
        51	 419	 293	  122767
        52	 416	 289	  120224
        53	 422	 286	  120692
        54	 414	 275	  113850
        55	 407	 276	  112332
        56	 397	 276	  109572
        57	 389	 284	  110476
        58	 383	 287	  109921
        59	 393	 235	   92355
        60	 411	 231	   94941
        61	 429	 236	  101244
        62	 446	 238	  106148
        63	 464	 241	  111824
        64	 488	 242	  118096
        65	 504	 262	  132048
        66	 517	 264	  136488
        67	 522	 280	  146160
        68	 522	 295	  153990
        69	 518	 311	  161098
        70	 512	 322	  164864
        71	 496	 337	  167152
        72	 483	 333	  160839
        73	 464	 323	  149872
        74	 445	 320	  142400
        75	 433	 304	  131632
        76	 423	 299	  126477
        77	 423	 264	  111672
        78	 427	 257	  109739
        79	 430	 258	  110940
        80	 429	 258	  110682
        81	 425	 261	  110925
        82	 428	 254	  108712
        83	 427	 257	  109739
        84	 431	 254	  109474
        85	 434	 258	  111972
        86	 445	 251	  111695
        87	 456	 260	  118560
        88	 484	 266	  128744
        89	 486	 280	  136080
        90	 490	 284	  139160
        91	 494	 292	  144248
        92	 496	 304	  150784
        93	 475	 329	  156275
        94	 476	 284	  135184
        95	 469	 289	  135541
        96	 464	 293	  135952
        97	 457	 298	  136186
        98	 445	 298	  132610
        99	 427	 302	  128954
       100	 418	 299	  124982
       101	 406	 291	  118146
       102	 402	 272	  109344
       103	 401	 261	  104661
       104	 407	 248	  100936
       105	 411	 245	  100695
       106	 423	 243	  102789
       107	 431	 252	  108612
       108	 437	 252	  110124
       109	 443	 266	  117838
       110	 452	 266	  120232
       111	 451	 280	  126280
       112	 455	 275	  125125
       113	 458	 279	  127782
       114	 464	 277	  128528
       115	 468	 286	  133848
       116	 481	 277	  133237
       117	 487	 284	  138308
       118	 500	 278	  139000
       119	 511	 287	  146657
       120	 521	 297	  154737
       121	 531	 308	  163548
       122	 525	 307	  161175
       123	 508	 319	  162052
       124	 492	 324	  159408
       125	 461	 339	  156279
       126	 444	 301	  133644
       127	 430	 296	  127280
       128	 422	 291	  122802
       129	 418	 275	  114950
       130	 419	 263	  110197
       131	 418	 251	  104918
       132	 421	 248	  104408
       133	 425	 241	  102425
       134	 434	 241	  104594
       135	 437	 254	  110998
       136	 452	 237	  107124
       137	 468	 248	  116064
       138	 487	 249	  121263
       139	 499	 262	  130738
       140	 520	 260	  135200
       141	 535	 276	  147660
       142	 553	 287	  158711
       143	 568	 299	  169832
       144	 585	 303	  177255
       145	 598	 318	  190164
       146	 619	 314	  194366
       147	 631	 324	  204444
       148	 639	 334	  213426
       149	 640	 340	  217600
       150	 629	 345	  217005
       151	 610	 354	  215940
       152	 589	 351	  206739
       153	 565	 356	  201140
       154	 543	 355	  192765
       155	 516	 361	  186276
       156	 506	 344	  174064
